SampleID	SampleName	MarkerID	Haplotype	Reads	NA
A00324	S11_DX	msp7	Noise	0	FALSE
A00324	S11_DX	msp7	Singelton	9	FALSE
A00324	S11_DX	msp7	msp7-1	11443	FALSE
A00325	S12_DX	msp7	Noise	0	FALSE
A00325	S12_DX	msp7	Singelton	9	FALSE
A00325	S12_DX	msp7	Indels	61	FALSE
A00325	S12_DX	msp7	msp7-8	2928	FALSE
A00325	S12_DX	msp7	msp7-16	9678	FALSE
A00326	S13_DX	msp7	Noise	0	FALSE
A00326	S13_DX	msp7	Singelton	8	FALSE
A00326	S13_DX	msp7	Indels	9	FALSE
A00326	S13_DX	msp7	msp7-8	7660	FALSE
A00327	S14_DX	msp7	Noise	0	FALSE
A00327	S14_DX	msp7	Singelton	9	FALSE
A00327	S14_DX	msp7	Indels	50	FALSE
A00327	S14_DX	msp7	msp7-18	6274	FALSE
A00328	S15_DX	msp7	Noise	2	FALSE
A00328	S15_DX	msp7	Singelton	17	FALSE
A00328	S15_DX	msp7	Indels	41	FALSE
A00328	S15_DX	msp7	Chimera	580	FALSE
A00328	S15_DX	msp7	msp7-24	2851	FALSE
A00328	S15_DX	msp7	msp7-16	5216	FALSE
A00329	S16_DX	msp7	Noise	0	FALSE
A00329	S16_DX	msp7	Singelton	10	FALSE
A00329	S16_DX	msp7	Indels	29	FALSE
A00329	S16_DX	msp7	msp7-19	11069	FALSE
A00330	S17_DX	msp7	Noise	0	FALSE
A00330	S17_DX	msp7	Singelton	6	FALSE
A00330	S17_DX	msp7	msp7-1	15013	FALSE
A00331	S18_DX	msp7	Noise	0	FALSE
A00331	S18_DX	msp7	Singelton	9	FALSE
A00331	S18_DX	msp7	Indels	1	FALSE
A00331	S18_DX	msp7	Chimera	1426	FALSE
A00331	S18_DX	msp7	msp7-19	502	FALSE
A00331	S18_DX	msp7	msp7-1	3941	FALSE
A00331	S18_DX	msp7	msp7-23	4806	FALSE
A00332	S19_DX	msp7	Noise	2	FALSE
A00332	S19_DX	msp7	Singelton	9	FALSE
A00332	S19_DX	msp7	Indels	79	FALSE
A00332	S19_DX	msp7	Chimera	4	FALSE
A00332	S19_DX	msp7	msp7-16	10538	FALSE
A00333	S20_DX	msp7	Noise	6	FALSE
A00333	S20_DX	msp7	Singelton	10	FALSE
A00333	S20_DX	msp7	Indels	9	FALSE
A00333	S20_DX	msp7	msp7-1	15428	FALSE
